Territorio,Sesso,Classe di età,Titolo di studio,TIME,Value
Calabria,totale,15 anni e più,licenza di scuola media,2019,543.728
Calabria,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,33.025
Calabria,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,30.568
Calabria,totale,15 anni e più,diploma 4-5 anni (maturità),2018,532.514
Calabria,totale,15 anni e più,diploma 4-5 anni (maturità),2019,535.613
Calabria,totale,15 anni e più,laurea e post-laurea,2018,194.005
Calabria,totale,15 anni e più,laurea e post-laurea,2019,206.19
Calabria,totale,15 anni e più,totale,2018,1685.482
Calabria,totale,15 anni e più,totale,2019,1678.47
Sicilia,maschi,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,346.282
Sicilia,maschi,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,342.999
Sicilia,maschi,15 anni e più,licenza di scuola media,2018,817.311
Sicilia,maschi,15 anni e più,licenza di scuola media,2019,818.398
Sicilia,maschi,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,41.969
Sicilia,maschi,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,41.3
Sicilia,maschi,15 anni e più,diploma 4-5 anni (maturità),2018,652.117
Sicilia,maschi,15 anni e più,diploma 4-5 anni (maturità),2019,647.785
Sicilia,maschi,15 anni e più,laurea e post-laurea,2018,210.847
Sicilia,maschi,15 anni e più,laurea e post-laurea,2019,209.854
Sicilia,maschi,15 anni e più,totale,2018,2068.526
Sicilia,maschi,15 anni e più,totale,2019,2060.337
Sicilia,femmine,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,536.671
Sicilia,femmine,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,514.924
Sicilia,femmine,15 anni e più,licenza di scuola media,2018,744.729
Sicilia,femmine,15 anni e più,licenza di scuola media,2019,747.953
Sicilia,femmine,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,33.988
Sicilia,femmine,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,32.42
Sicilia,femmine,15 anni e più,diploma 4-5 anni (maturità),2018,651.305
Sicilia,femmine,15 anni e più,diploma 4-5 anni (maturità),2019,661.06
Sicilia,femmine,15 anni e più,laurea e post-laurea,2018,264.115
Sicilia,femmine,15 anni e più,laurea e post-laurea,2019,265.014
Sicilia,femmine,15 anni e più,totale,2018,2230.808
Sicilia,femmine,15 anni e più,totale,2019,2221.371
Sicilia,totale,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,882.952
Sicilia,totale,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,857.924
Sicilia,totale,15 anni e più,licenza di scuola media,2018,1562.04
Sicilia,totale,15 anni e più,licenza di scuola media,2019,1566.351
Sicilia,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,75.957
Sicilia,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,73.72
Sicilia,totale,15 anni e più,diploma 4-5 anni (maturità),2018,1303.422
Sicilia,totale,15 anni e più,diploma 4-5 anni (maturità),2019,1308.845
Sicilia,totale,15 anni e più,laurea e post-laurea,2018,474.962
Sicilia,totale,15 anni e più,laurea e post-laurea,2019,474.868
Sicilia,totale,15 anni e più,totale,2018,4299.333
Sicilia,totale,15 anni e più,totale,2019,4281.708
Sardegna,maschi,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,109.572
Sardegna,maschi,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,102.401
Sardegna,maschi,15 anni e più,licenza di scuola media,2018,319.02
Sardegna,maschi,15 anni e più,licenza di scuola media,2019,309.345
Sardegna,maschi,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,15.47
Sardegna,maschi,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,15.295
Sardegna,maschi,15 anni e più,diploma 4-5 anni (maturità),2018,192.279
Sardegna,maschi,15 anni e più,diploma 4-5 anni (maturità),2019,199.495
Sardegna,maschi,15 anni e più,laurea e post-laurea,2018,70.793
Sardegna,maschi,15 anni e più,laurea e post-laurea,2019,78.112
Sardegna,maschi,15 anni e più,totale,2018,707.133
Sardegna,maschi,15 anni e più,totale,2019,704.649
Sardegna,femmine,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,151.042
Sardegna,femmine,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,147.162
Sardegna,femmine,15 anni e più,licenza di scuola media,2018,262.51
Sardegna,femmine,15 anni e più,licenza di scuola media,2019,250.696
Sardegna,femmine,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,12.309
Sardegna,femmine,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,12.806
Sardegna,femmine,15 anni e più,diploma 4-5 anni (maturità),2018,212.006
Sardegna,femmine,15 anni e più,diploma 4-5 anni (maturità),2019,220.134
Sardegna,femmine,15 anni e più,laurea e post-laurea,2018,105.465
Sardegna,femmine,15 anni e più,laurea e post-laurea,2019,110.422
Sardegna,femmine,15 anni e più,totale,2018,743.332
Sardegna,femmine,15 anni e più,totale,2019,741.22
Sardegna,totale,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2018,260.613
Sardegna,totale,15 anni e più,"licenza di scuola elementare, nessun titolo di studio",2019,249.563
Sardegna,totale,15 anni e più,licenza di scuola media,2018,581.53
Sardegna,totale,15 anni e più,licenza di scuola media,2019,560.041
Sardegna,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2018,27.778
Sardegna,totale,15 anni e più,diploma 2-3 anni (qualifica professionale),2019,28.101
Sardegna,totale,15 anni e più,diploma 4-5 anni (maturità),2018,404.285
Sardegna,totale,15 anni e più,diploma 4-5 anni (maturità),2019,419.629
Sardegna,totale,15 anni e più,laurea e post-laurea,2018,176.258
Sardegna,totale,15 anni e più,laurea e post-laurea,2019,188.533
Sardegna,totale,15 anni e più,totale,2018,1450.465
Sardegna,totale,15 anni e più,totale,2019,1445.869
Piemonte,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,42.232
Piemonte,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,35.464
Piemonte,maschi,25-64 anni,licenza di scuola media,2018,413.799
Piemonte,maschi,25-64 anni,licenza di scuola media,2019,412.32
Piemonte,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,111.619
Piemonte,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,115.163
Piemonte,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,393.364
Piemonte,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,380.485
Piemonte,maschi,25-64 anni,laurea e post-laurea,2018,187.404
Piemonte,maschi,25-64 anni,laurea e post-laurea,2019,195.589
Piemonte,maschi,25-64 anni,totale,2018,1148.417
Piemonte,maschi,25-64 anni,totale,2019,1139.022
Piemonte,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,46.463
Piemonte,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,41.335
Piemonte,femmine,25-64 anni,licenza di scuola media,2018,364.788
Piemonte,femmine,25-64 anni,licenza di scuola media,2019,356.131
Piemonte,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,109.465
Piemonte,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,111.121
Piemonte,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,387.055
Piemonte,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,402.397
Piemonte,femmine,25-64 anni,laurea e post-laurea,2018,260.471
Piemonte,femmine,25-64 anni,laurea e post-laurea,2019,248.065
Piemonte,femmine,25-64 anni,totale,2018,1168.242
Piemonte,femmine,25-64 anni,totale,2019,1159.05
Piemonte,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,88.695
Piemonte,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,76.8
Piemonte,totale,25-64 anni,licenza di scuola media,2018,778.587
Piemonte,totale,25-64 anni,licenza di scuola media,2019,768.452
Piemonte,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,221.084
Piemonte,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,226.284
Piemonte,totale,25-64 anni,diploma 4-5 anni (maturità),2018,780.419
Piemonte,totale,25-64 anni,diploma 4-5 anni (maturità),2019,782.882
Piemonte,totale,25-64 anni,laurea e post-laurea,2018,447.874
Piemonte,totale,25-64 anni,laurea e post-laurea,2019,443.655
Piemonte,totale,25-64 anni,totale,2018,2316.658
Piemonte,totale,25-64 anni,totale,2019,2298.072
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,1.224
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,1.176
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,licenza di scuola media,2018,13.292
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,licenza di scuola media,2019,13.154
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,2.839
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,2.641
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,11.433
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,11.448
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,laurea e post-laurea,2018,4.695
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,laurea e post-laurea,2019,4.663
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,totale,2018,33.481
Valle d'Aosta / Vallée d'Aoste,maschi,25-64 anni,totale,2019,33.082
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,1.216
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,1.009
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,licenza di scuola media,2018,10.657
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,licenza di scuola media,2019,10.276
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,2.311
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,2.477
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,11.831
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,11.983
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,laurea e post-laurea,2018,7.995
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,laurea e post-laurea,2019,8.001
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,totale,2018,34.011
Valle d'Aosta / Vallée d'Aoste,femmine,25-64 anni,totale,2019,33.746
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,2.44
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,2.185
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,licenza di scuola media,2018,23.949
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,licenza di scuola media,2019,23.43
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,5.15
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,5.118
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,diploma 4-5 anni (maturità),2018,23.263
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,diploma 4-5 anni (maturità),2019,23.431
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,laurea e post-laurea,2018,12.69
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,laurea e post-laurea,2019,12.664
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,totale,2018,67.492
Valle d'Aosta / Vallée d'Aoste,totale,25-64 anni,totale,2019,66.828
Liguria,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,12.808
Liguria,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,11.243
Liguria,maschi,25-64 anni,licenza di scuola media,2018,128.359
Liguria,maschi,25-64 anni,licenza di scuola media,2019,121.024
Liguria,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,30.968
Liguria,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,34.481
Liguria,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,152.543
Liguria,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,152.82
Liguria,maschi,25-64 anni,laurea e post-laurea,2018,71.566
Liguria,maschi,25-64 anni,laurea e post-laurea,2019,73.765
Liguria,maschi,25-64 anni,totale,2018,396.245
Liguria,maschi,25-64 anni,totale,2019,393.333
Liguria,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,14.145
Liguria,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,12.569
Liguria,femmine,25-64 anni,licenza di scuola media,2018,112.106
Liguria,femmine,25-64 anni,licenza di scuola media,2019,107.474
Liguria,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,28.232
Liguria,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,27.562
Liguria,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,147.927
Liguria,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,155.645
Liguria,femmine,25-64 anni,laurea e post-laurea,2018,105.432
Liguria,femmine,25-64 anni,laurea e post-laurea,2019,102.048
Liguria,femmine,25-64 anni,totale,2018,407.842
Liguria,femmine,25-64 anni,totale,2019,405.298
Liguria,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,26.953
Liguria,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,23.812
Liguria,totale,25-64 anni,licenza di scuola media,2018,240.465
Liguria,totale,25-64 anni,licenza di scuola media,2019,228.499
Liguria,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,59.2
Liguria,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,62.042
Liguria,totale,25-64 anni,diploma 4-5 anni (maturità),2018,300.471
Liguria,totale,25-64 anni,diploma 4-5 anni (maturità),2019,308.464
Liguria,totale,25-64 anni,laurea e post-laurea,2018,176.998
Liguria,totale,25-64 anni,laurea e post-laurea,2019,175.813
Liguria,totale,25-64 anni,totale,2018,804.087
Liguria,totale,25-64 anni,totale,2019,798.63
Lombardia,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,112.872
Lombardia,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,96.634
Lombardia,maschi,25-64 anni,licenza di scuola media,2018,931.684
Lombardia,maschi,25-64 anni,licenza di scuola media,2019,969.698
Lombardia,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,264.459
Lombardia,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,249.52
Lombardia,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,917.487
Lombardia,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,914.658
Lombardia,maschi,25-64 anni,laurea e post-laurea,2018,504.915
Lombardia,maschi,25-64 anni,laurea e post-laurea,2019,499.147
Lombardia,maschi,25-64 anni,totale,2018,2731.417
Lombardia,maschi,25-64 anni,totale,2019,2729.657
Lombardia,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,104.775
Lombardia,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,81.562
Lombardia,femmine,25-64 anni,licenza di scuola media,2018,779.733
Lombardia,femmine,25-64 anni,licenza di scuola media,2019,807.128
Lombardia,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,289.476
Lombardia,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,298.791
Lombardia,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,895.707
Lombardia,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,881.156
Lombardia,femmine,25-64 anni,laurea e post-laurea,2018,650.982
Lombardia,femmine,25-64 anni,laurea e post-laurea,2019,649.475
Lombardia,femmine,25-64 anni,totale,2018,2720.673
Lombardia,femmine,25-64 anni,totale,2019,2718.112
Lombardia,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,217.647
Lombardia,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,178.196
Lombardia,totale,25-64 anni,licenza di scuola media,2018,1711.417
Lombardia,totale,25-64 anni,licenza di scuola media,2019,1776.825
Lombardia,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,553.935
Lombardia,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,548.311
Lombardia,totale,25-64 anni,diploma 4-5 anni (maturità),2018,1813.194
Lombardia,totale,25-64 anni,diploma 4-5 anni (maturità),2019,1795.815
Lombardia,totale,25-64 anni,laurea e post-laurea,2018,1155.897
Lombardia,totale,25-64 anni,laurea e post-laurea,2019,1148.622
Lombardia,totale,25-64 anni,totale,2018,5452.09
Lombardia,totale,25-64 anni,totale,2019,5447.769
Trentino Alto Adige / Südtirol,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,9.196
Trentino Alto Adige / Südtirol,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,6.953
Trentino Alto Adige / Südtirol,maschi,25-64 anni,licenza di scuola media,2018,91.801
Trentino Alto Adige / Südtirol,maschi,25-64 anni,licenza di scuola media,2019,97.994
Trentino Alto Adige / Südtirol,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,58.745
Trentino Alto Adige / Südtirol,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,56.843
Trentino Alto Adige / Südtirol,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,77.334
Trentino Alto Adige / Südtirol,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,76.747
Trentino Alto Adige / Südtirol,maschi,25-64 anni,laurea e post-laurea,2018,46.466
Trentino Alto Adige / Südtirol,maschi,25-64 anni,laurea e post-laurea,2019,44.98
Trentino Alto Adige / Südtirol,maschi,25-64 anni,totale,2018,283.544
Trentino Alto Adige / Südtirol,maschi,25-64 anni,totale,2019,283.518
Trentino Alto Adige / Südtirol,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,8.206
Trentino Alto Adige / Südtirol,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,6.9
Trentino Alto Adige / Südtirol,femmine,25-64 anni,licenza di scuola media,2018,75.116
Trentino Alto Adige / Südtirol,femmine,25-64 anni,licenza di scuola media,2019,74.88
Trentino Alto Adige / Südtirol,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,50.351
Trentino Alto Adige / Südtirol,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,50.201
Trentino Alto Adige / Südtirol,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,85.848
Trentino Alto Adige / Südtirol,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,88.228
Trentino Alto Adige / Südtirol,femmine,25-64 anni,laurea e post-laurea,2018,64.401
Trentino Alto Adige / Südtirol,femmine,25-64 anni,laurea e post-laurea,2019,64.13
Trentino Alto Adige / Südtirol,femmine,25-64 anni,totale,2018,283.922
Trentino Alto Adige / Südtirol,femmine,25-64 anni,totale,2019,284.339
Trentino Alto Adige / Südtirol,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,17.402
Trentino Alto Adige / Südtirol,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,13.853
Trentino Alto Adige / Südtirol,totale,25-64 anni,licenza di scuola media,2018,166.917
Trentino Alto Adige / Südtirol,totale,25-64 anni,licenza di scuola media,2019,172.874
Trentino Alto Adige / Südtirol,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,109.096
Trentino Alto Adige / Südtirol,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,107.044
Trentino Alto Adige / Südtirol,totale,25-64 anni,diploma 4-5 anni (maturità),2018,163.182
Trentino Alto Adige / Südtirol,totale,25-64 anni,diploma 4-5 anni (maturità),2019,164.975
Trentino Alto Adige / Südtirol,totale,25-64 anni,laurea e post-laurea,2018,110.867
Trentino Alto Adige / Südtirol,totale,25-64 anni,laurea e post-laurea,2019,109.11
Trentino Alto Adige / Südtirol,totale,25-64 anni,totale,2018,567.466
Trentino Alto Adige / Südtirol,totale,25-64 anni,totale,2019,567.857
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,5.599
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,4.365
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,licenza di scuola media,2018,49.253
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,licenza di scuola media,2019,51.979
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,30.592
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,28.953
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,34.086
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,35.397
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,laurea e post-laurea,2018,20.692
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,laurea e post-laurea,2019,19.92
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,totale,2018,140.222
Provincia Autonoma Bolzano / Bozen,maschi,25-64 anni,totale,2019,140.615
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,4.808
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,3.871
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,licenza di scuola media,2018,38.969
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,licenza di scuola media,2019,39.673
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,28.155
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,27.46
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,39.041
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,41.472
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,laurea e post-laurea,2018,29.108
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,laurea e post-laurea,2019,28.187
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,totale,2018,140.082
Provincia Autonoma Bolzano / Bozen,femmine,25-64 anni,totale,2019,140.662
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,10.407
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,8.237
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,licenza di scuola media,2018,88.222
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,licenza di scuola media,2019,91.652
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,58.747
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,56.413
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,diploma 4-5 anni (maturità),2018,73.127
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,diploma 4-5 anni (maturità),2019,76.869
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,laurea e post-laurea,2018,49.8
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,laurea e post-laurea,2019,48.106
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,totale,2018,280.304
Provincia Autonoma Bolzano / Bozen,totale,25-64 anni,totale,2019,281.277
Provincia Autonoma Trento,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,3.597
Provincia Autonoma Trento,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,2.587
Provincia Autonoma Trento,maschi,25-64 anni,licenza di scuola media,2018,42.548
Provincia Autonoma Trento,maschi,25-64 anni,licenza di scuola media,2019,46.015
Provincia Autonoma Trento,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,28.154
Provincia Autonoma Trento,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,27.89
Provincia Autonoma Trento,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,43.248
Provincia Autonoma Trento,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,41.35
Provincia Autonoma Trento,maschi,25-64 anni,laurea e post-laurea,2018,25.774
Provincia Autonoma Trento,maschi,25-64 anni,laurea e post-laurea,2019,25.06
Provincia Autonoma Trento,maschi,25-64 anni,totale,2018,143.322
Provincia Autonoma Trento,maschi,25-64 anni,totale,2019,142.903
Provincia Autonoma Trento,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,3.398
Provincia Autonoma Trento,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,3.029
Provincia Autonoma Trento,femmine,25-64 anni,licenza di scuola media,2018,36.147
Provincia Autonoma Trento,femmine,25-64 anni,licenza di scuola media,2019,35.207
Provincia Autonoma Trento,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,22.195
Provincia Autonoma Trento,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,22.741
Provincia Autonoma Trento,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,46.807
Provincia Autonoma Trento,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,46.756
Provincia Autonoma Trento,femmine,25-64 anni,laurea e post-laurea,2018,35.293
Provincia Autonoma Trento,femmine,25-64 anni,laurea e post-laurea,2019,35.944
Provincia Autonoma Trento,femmine,25-64 anni,totale,2018,143.84
Provincia Autonoma Trento,femmine,25-64 anni,totale,2019,143.677
Provincia Autonoma Trento,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,6.995
Provincia Autonoma Trento,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,5.616
Provincia Autonoma Trento,totale,25-64 anni,licenza di scuola media,2018,78.695
Provincia Autonoma Trento,totale,25-64 anni,licenza di scuola media,2019,81.222
Provincia Autonoma Trento,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,50.349
Provincia Autonoma Trento,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,50.632
Provincia Autonoma Trento,totale,25-64 anni,diploma 4-5 anni (maturità),2018,90.056
Provincia Autonoma Trento,totale,25-64 anni,diploma 4-5 anni (maturità),2019,88.106
Provincia Autonoma Trento,totale,25-64 anni,laurea e post-laurea,2018,61.067
Provincia Autonoma Trento,totale,25-64 anni,laurea e post-laurea,2019,61.004
Provincia Autonoma Trento,totale,25-64 anni,totale,2018,287.162
Provincia Autonoma Trento,totale,25-64 anni,totale,2019,286.58
Veneto,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,46.884
Veneto,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,44.166
